fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_clydea,results_pandyd,results_write_ins,results_absentee_clydea,results_absentee_pandyd,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,edison_exit_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,state_aspect_ratio_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race
13147,Hart,12318,9457,0,7,Released as a precinct at the end of tabulation,0,11996,<1%,<1% reported,edison,2,unknown,6811,9407,2911,0,7072,2385,0,2020-11-04T00:39:38Z,52.73583,R+53,Clyde +53,republican,GA-G-H-9-2020-11-03,ga-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-rep,9,District 9,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",372409,299326,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,165,168,98% reporting,98%,98,381000,edison,98%,98% reported,edison,republican,FALSE,2020-11-10T14:52:48Z,FALSE,57.18229,212952,R+57,Clyde +57,republican,"A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.","A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.",0,0,1604457638294
13157,Jackson,36871,30864,0,4,Released as a precinct as first report of the night,0,34700,<1%,<1% reported,edison,2,unknown,20045,29704,7167,0,24668,6196,0,2020-11-04T00:39:39Z,61.12392,R+61,Clyde +61,republican,GA-G-H-9-2020-11-03,ga-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-rep,9,District 9,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",372409,299326,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,165,168,98% reporting,98%,98,381000,edison,98%,98% reported,edison,republican,FALSE,2020-11-10T14:52:48Z,FALSE,57.18229,212952,R+57,Clyde +57,republican,"A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.","A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.",0,0,1604457638294
13187,Lumpkin,15151,12826,0,1,Merged into voters' home precincts and released with cumulative results,0,15788,<1%,<1% reported,edison,2,unknown,9491,12194,2957,0,10158,2668,0,2020-11-04T02:26:44Z,60.96627,R+61,Clyde +61,republican,GA-G-H-9-2020-11-03,ga-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-rep,9,District 9,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",372409,299326,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,165,168,98% reporting,98%,98,381000,edison,98%,98% reported,edison,republican,FALSE,2020-11-10T14:52:48Z,FALSE,57.18229,212952,R+57,Clyde +57,republican,"A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.","A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.",0,0,1604457638294
13195,Madison,14541,10340,12,12,Other,94,15301,94%,94% reported,edison,2,some,8483,11264,3277,0,7782,2558,0,2020-11-04T10:44:07Z,54.92745,R+55,Clyde +55,republican,GA-G-H-9-2020-11-03,ga-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-rep,9,District 9,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",372409,299326,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,165,168,98% reporting,98%,98,381000,edison,98%,98% reported,edison,republican,FALSE,2020-11-10T14:52:48Z,FALSE,57.18229,212952,R+57,Clyde +57,republican,"A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.","A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.",0,0,1604457638294
13227,Pickens,10827,7011,0,9,"As a precinct in the FIRST cumulative report, along with regular precincts",0,11882,<1%,<1% reported,edison,2,unknown,10978,8877,1950,0,5488,1523,0,2020-11-04T02:26:47Z,63.97894,R+64,Clyde +64,republican,GA-G-H-9-2020-11-03,ga-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-rep,9,District 9,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",372409,299326,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,165,168,98% reporting,98%,98,381000,edison,98%,98% reported,edison,republican,FALSE,2020-11-10T14:52:48Z,FALSE,57.18229,212952,R+57,Clyde +57,republican,"A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.","A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.",0,0,1604457638294
13241,Rabun,9326,7954,1,1,Released as a precinct at the end of tabulation,100,8877,>98%,>98% reported,edison,6,some,9325,7458,1854,14,6279,1669,6,2020-11-04T10:44:08Z,60.09007,R+60,Clyde +60,republican,GA-G-H-9-2020-11-03,ga-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-rep,9,District 9,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",372409,299326,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,165,168,98% reporting,98%,98,381000,edison,98%,98% reported,edison,republican,FALSE,2020-11-10T14:52:48Z,FALSE,57.18229,212952,R+57,Clyde +57,republican,"A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.","A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.",0,0,1604457638294
13257,Stephens,11517,10008,0,1,Released as a separate subtotal as first report of the night,0,11622,<1%,<1% reported,edison,2,unknown,9197,9332,2185,0,8115,1893,0,2020-11-04T02:26:44Z,62.05609,R+62,Clyde +62,republican,GA-G-H-9-2020-11-03,ga-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-rep,9,District 9,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",372409,299326,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,165,168,98% reporting,98%,98,381000,edison,98%,98% reported,edison,republican,FALSE,2020-11-10T14:52:48Z,FALSE,57.18229,212952,R+57,Clyde +57,republican,"A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.","A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.",0,0,1604457638294
13281,Towns,7729,6639,0,3,None,0,8020,<1%,<1% reported,edison,2,unknown,7256,6265,1464,0,5300,1339,0,2020-11-04T00:39:40Z,62.1167,R+62,Clyde +62,republican,GA-G-H-9-2020-11-03,ga-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-rep,9,District 9,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",372409,299326,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,165,168,98% reporting,98%,98,381000,edison,98%,98% reported,edison,republican,FALSE,2020-11-10T14:52:48Z,FALSE,57.18229,212952,R+57,Clyde +57,republican,"A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.","A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.",0,0,1604457638294
13291,Union,15152,11523,0,11,Merged into voters' home precincts AFTER election night,0,14333,<1%,<1% reported,edison,2,unknown,11110,12509,2643,0,9168,2355,0,2020-11-04T01:12:14Z,65.11352,R+65,Clyde +65,republican,GA-G-H-9-2020-11-03,ga-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-rep,9,District 9,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",372409,299326,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,165,168,98% reporting,98%,98,381000,edison,98%,98% reported,edison,republican,FALSE,2020-11-10T14:52:48Z,FALSE,57.18229,212952,R+57,Clyde +57,republican,"A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.","A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.",0,0,1604457638294
13311,White,14510,10679,11,11,Released as a precinct at the end of tabulation,100,14395,>98%,>98% reported,edison,6,all,8221,12238,2272,0,8760,1919,0,2020-11-04T10:44:09Z,68.68367,R+69,Clyde +69,republican,GA-G-H-9-2020-11-03,ga-house-general-district-009-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia-house-district-9.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-georgia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/exit-polls-georgia.html,house,general,2020-11-03,FALSE,U.S. House District 9,U.S. House,H,solid-rep,9,District 9,GA,georgia,Georgia,Ga.,vertical,1.3,"",FALSE,TRUE,winner,AP,FALSE,"",372409,299326,20,unknown,Polls close at 7 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:00:00.000Z,7 p.m.,165,168,98% reporting,98%,98,381000,edison,98%,98% reported,edison,republican,FALSE,2020-11-10T14:52:48Z,FALSE,57.18229,212952,R+57,Clyde +57,republican,"A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.","A small number of absentee, provisional and overseas military ballots remain uncounted. The secretary of state said Friday that because of the small margin between the presidential candidates, there will be a recount.",0,0,1604457638294
